python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jeepney 0.9.0-1
python-jinja 1:3.1.6-1
python-jmespath 1.0.1-5
python-keyring 25.6.0-1
python-keyutils 0.6-11
python-mako 1.3.10-1
python-markdown 3.9.0-1
python-markupsafe 3.0.2-1
python-more-itertools 10.8.0-1
python-multidict 6.6.4-1
python-nvidia-ml-py 13.580.82-1
python-ordered-set 4.1.0-7
python-orjson 3.11.3-1
python-outcome 1.3.0.post0-5
python-packaging 25.0-1
python-pathspec 0.12.1-3
python-pip 25.2-1
python-platformdirs 4.4.0-1
python-pluggy 1.6.0-1
python-propcache 0.3.2-1
python-proton-core 0.7.0-1
python-proton-keyring-linux 0.2.0-5
python-proton-vpn-api-core 0.46.1-2
python-proton-vpn-lib 0.1.1-1
python-proton-vpn-local-agent 1.4.8-1
python-proton-vpn-network-manager 0.13.0-1
python-psutil 7.1.0-1
python-psycopg2 2.9.10-1
python-pycparser 2.22-3
python-pydantic 2.11.9-1
python-pydantic-core 3:2.33.2-1
python-pygments 2.19.2-1
python-pynacl 1.6.0-1
python-pyopenssl 25.3.0-1
python-pyproject-hooks 1.2.0-3
python-pytest 1:8.4.2-1
python-pyxdg 0.28-4
python-requests 2.32.5-1
python-s3transfer 0.14.0-1
python-secretstorage 3.3.3-6
python-sentry_sdk 2.38.0-1
python-setuptools 1:80.9.0-2
python-shtab 1.7.2-1
python-six 1.17.0-1
python-sniffio 1.3.1-4
python-sortedcontainers 2.4.0-7
python-termcolor 3.1.0-1
python-tqdm 4.67.1-2
python-trio 0.30.0-1
python-trio-websocket 0.12.2-1
python-trove-classifiers 2025.9.9.12-1
python-typing-inspection 0.4.1-1
python-typing_extensions 4.15.0-1
python-urllib3 2.5.0-1
python-wcwidth 0.2.14-1
python-websocket-client 1.8.0-2
python-wheel 0.45.1-1
python-wsproto 1.2.0-6
python-yaml 6.0.2-2
python-yarl 1.21.1-1
python-zipp 3.21.0-2
python-zstandard 0.25.0-1
qca-qt6 2.3.10-3
qemu-audio-alsa 10.1.0-1
qemu-audio-dbus 10.1.0-1
qemu-audio-jack 10.1.0-1
qemu-audio-oss 10.1.0-1
qemu-audio-pa 10.1.0-1
qemu-audio-pipewire 10.1.0-1
qemu-audio-sdl 10.1.0-1
qemu-audio-spice 10.1.0-1
qemu-base 10.1.0-1
qemu-block-curl 10.1.0-1
qemu-block-dmg 10.1.0-1
qemu-block-gluster 10.1.0-1
qemu-block-iscsi 10.1.0-1
qemu-block-nfs 10.1.0-1
qemu-block-ssh 10.1.0-1
qemu-chardev-baum 10.1.0-1
qemu-chardev-spice 10.1.0-1
qemu-common 10.1.0-1
qemu-desktop 10.1.0-1
qemu-docs 10.1.0-1
qemu-emulators-full 10.1.0-1
qemu-full 10.1.0-1
qemu-hw-display-qxl 10.1.0-1
qemu-hw-display-virtio-gpu 10.1.0-1
qemu-hw-display-virtio-gpu-gl 10.1.0-1
qemu-hw-display-virtio-gpu-pci 10.1.0-1
qemu-hw-display-virtio-gpu-pci-gl 10.1.0-1
qemu-hw-display-virtio-gpu-pci-rutabaga 10.1.0-1
qemu-hw-display-virtio-gpu-rutabaga 10.1.0-1
qemu-hw-display-virtio-vga 10.1.0-1
qemu-hw-display-virtio-vga-gl 10.1.0-1
qemu-hw-display-virtio-vga-rutabaga 10.1.0-1
qemu-hw-s390x-virtio-gpu-ccw 10.1.0-1
qemu-hw-uefi-vars 10.1.0-1
qemu-hw-usb-host 10.1.0-1
qemu-hw-usb-redirect 10.1.0-1
qemu-hw-usb-smartcard 10.1.0-1
qemu-img 10.1.0-1
qemu-pr-helper 10.1.0-1
qemu-system-aarch64 10.1.0-1
qemu-system-alpha 10.1.0-1
qemu-system-alpha-firmware 10.1.0-1
qemu-system-arm 10.1.0-1
qemu-system-arm-firmware 10.1.0-1
qemu-system-avr 10.1.0-1
qemu-system-hppa 10.1.0-1
qemu-system-hppa-firmware 10.1.0-1
qemu-system-loongarch64 10.1.0-1
qemu-system-m68k 10.1.0-1
qemu-system-microblaze 10.1.0-1
qemu-system-microblaze-firmware 10.1.0-1
qemu-system-mips 10.1.0-1
qemu-system-or1k 10.1.0-1
qemu-system-ppc 10.1.0-1
qemu-system-ppc-firmware 10.1.0-1
qemu-system-riscv 10.1.0-1
qemu-system-riscv-firmware 10.1.0-1
qemu-system-rx 10.1.0-1
qemu-system-s390x 10.1.0-1
qemu-system-s390x-firmware 10.1.0-1
qemu-system-sh4 10.1.0-1
qemu-system-sparc 10.1.0-1
qemu-system-sparc-firmware 10.1.0-1
qemu-system-tricore 10.1.0-1
qemu-system-x86 10.1.0-1
qemu-system-x86-firmware 10.1.0-1
qemu-system-xtensa 10.1.0-1
qemu-tests 10.1.0-1
qemu-tools 10.1.0-1
qemu-ui-curses 10.1.0-1
qemu-ui-dbus 10.1.0-1
qemu-ui-egl-headless 10.1.0-1
qemu-ui-gtk 10.1.0-1
qemu-ui-opengl 10.1.0-1
qemu-ui-sdl 10.1.0-1
qemu-ui-spice-app 10.1.0-1
qemu-ui-spice-core 10.1.0-1
qemu-user 10.1.0-1
qemu-vhost-user-gpu 10.1.0-1
qemu-vmsr-helper 10.1.0-1
qqc2-desktop-style 6.18.0-1
qt5-base 5.15.17+kde+r123-2
qt5-declarative 5.15.17+kde+r21-1
qt5-location 5.15.17+kde+r7-1
qt5-svg 5.15.17+kde+r5-1
qt5-tools 5.15.17+kde+r3-2
qt5-translations 5.15.17-1
qt5-wayland 5.15.17+kde+r57-1
qt5-webchannel 5.15.17+kde+r3-1
qt5-webengine 5.15.19-2
qt5-x11extras 5.15.17-1
qt6-5compat 6.9.2-1
qt6-base 6.9.2-1
qt6-connectivity 6.9.2-1
qt6-declarative 6.9.2-1
qt6-imageformats 6.9.2-1
qt6-multimedia 6.9.2-3
qt6-multimedia-ffmpeg 6.9.2-3
qt6-networkauth 6.9.2-1
qt6-scxml 6.9.2-1
qt6-shadertools 6.9.2-1
qt6-svg 6.9.2-1
qt6-tools 6.9.2-1
qt6-translations 6.9.2-1
qt6-wayland 6.9.2-1
quazip-qt6 1.5-1
r 4.5.1-1
raptor 2.0.16-8
rar 7.12-1
rar-debug 7.12-1
rasqal 1:0.9.33-7
rav1e 0.7.1-1
rdma-core 59.0-1
re2 1:20240702-7
readline 8.3.001-1
redland 1:1.0.17-9
reflector 2023-3
rhash 1.4.4-1
ripgrep 14.1.1-1
rofi 2.0.0-1
rog-control-center 6.1.12-0.1
rpcbind 1.2.8-1
rtkit 0.13-3
rubberband 4.0.0-1
ruby 3.4.5-1
ruby-erb 4.0.4-9
ruby-rdoc 6.14.0-1
ruby-webrick 1.9.1-4
ruby-yard 0.9.34-5
rubygems 3.6.9-1
runc 1.3.1-1
rustup 1.28.2-3
rutabaga-ffi 0.1.71-2
sbc 2.1-1
scons 4.9.1-3
sddm-git 0.21.0.49.g08a4a77-1
sddm-git-debug 0.21.0.49.g08a4a77-1
sdl12-compat 1.2.68-2
sdl2-compat 2.32.56-2
sdl2_image 2.8.8-1
sdl3 3.2.22-1
seabios 1.17.0-1
seatd 0.9.1-1
sed 4.9-3
semver 7.7.2-1
serd 0.32.4-1
shaderc 2025.3-1
shadow 4.18.0-1
shared-mime-info 2.4-2
simdjson 1:4.0.4-1
slang 2.3.3-4
slurp 1.5.0-1
smbclient 2:4.23.0-2
snap-pac 3.0.1-3
snapper 0.13.0-1
snapper-rollback 1.0-1
snapper-tools-debug 1.3.1-1
snappy 1.2.2-2
snapshot 49.0-1
sndio 1.10.0-1
sof-firmware 2025.05.1-1
solid 6.18.0-1
sonnet 6.18.0-1
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
source-highlight 3.1.9-15
spdlog 1.15.3-1
speedtest-cli 2.1.3-9
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-2
spice-gtk 0.42-4
spice-protocol 0.14.5-1
spirv-tools 1:1.4.321.0-1
sqlite 3.50.4-2
sratom 0.6.18-1
srt 1.5.4-1
sshfs 3.7.3-3
starship 1.23.0-1
startup-notification 0.12-9
strace 6.16-1
sudo 1.9.17.p2-1
sunshine-debug 2025.628.4510-3
svt-av1 3.1.2-1
swaybg 1.2.1-1
swaylock-effects 1.7.0.0-4
swaylock-effects-debug 1.7.0.0-4
swift-bin 6.2-1
syncthing 2.0.9-1
systemd 258-4
systemd-libs 258-4
systemd-resolvconf 258-4
systemd-sysvcompat 258-4
taglib 2.1.1-1
tailscale 1.88.1-1
talloc 2.4.3-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.14-1
tecla 49.0-1
tesseract 5.5.1-1
tesseract-data-afr 2:4.1.0-4
tesseract-data-amh 2:4.1.0-4
tesseract-data-ara 2:4.1.0-4
tesseract-data-asm 2:4.1.0-4
tesseract-data-aze 2:4.1.0-4
tesseract-data-aze_cyrl 2:4.1.0-4
tesseract-data-bel 2:4.1.0-4
tesseract-data-ben 2:4.1.0-4
tesseract-data-bod 2:4.1.0-4
tesseract-data-bos 2:4.1.0-4
tesseract-data-bre 2:4.1.0-4
tesseract-data-bul 2:4.1.0-4
tesseract-data-cat 2:4.1.0-4
tesseract-data-ceb 2:4.1.0-4
tesseract-data-ces 2:4.1.0-4
tesseract-data-chi_sim 2:4.1.0-4
tesseract-data-chi_sim_vert 2:4.1.0-4
tesseract-data-chi_tra 2:4.1.0-4
tesseract-data-chi_tra_vert 2:4.1.0-4
tesseract-data-chr 2:4.1.0-4
tesseract-data-cos 2:4.1.0-4
tesseract-data-cym 2:4.1.0-4
tesseract-data-dan 2:4.1.0-4
tesseract-data-dan_frak 2:4.1.0-4
tesseract-data-deu 2:4.1.0-4
tesseract-data-deu_frak 2:4.1.0-4
tesseract-data-div 2:4.1.0-4
tesseract-data-dzo 2:4.1.0-4
tesseract-data-ell 2:4.1.0-4
tesseract-data-eng 2:4.1.0-4
tesseract-data-enm 2:4.1.0-4
tesseract-data-epo 2:4.1.0-4
tesseract-data-equ 2:4.1.0-4
tesseract-data-est 2:4.1.0-4
tesseract-data-eus 2:4.1.0-4
tesseract-data-fao 2:4.1.0-4
tesseract-data-fas 2:4.1.0-4
tesseract-data-fil 2:4.1.0-4
tesseract-data-fin 2:4.1.0-4
tesseract-data-fra 2:4.1.0-4
tesseract-data-frk 2:4.1.0-4
tesseract-data-frm 2:4.1.0-4
tesseract-data-fry 2:4.1.0-4
tesseract-data-gla 2:4.1.0-4
tesseract-data-gle 2:4.1.0-4
tesseract-data-glg 2:4.1.0-4
tesseract-data-grc 2:4.1.0-4
tesseract-data-guj 2:4.1.0-4
tesseract-data-hat 2:4.1.0-4
tesseract-data-heb 2:4.1.0-4
tesseract-data-hin 2:4.1.0-4
tesseract-data-hrv 2:4.1.0-4
tesseract-data-hun 2:4.1.0-4
tesseract-data-hye 2:4.1.0-4
tesseract-data-iku 2:4.1.0-4
tesseract-data-ind 2:4.1.0-4
tesseract-data-isl 2:4.1.0-4
tesseract-data-ita 2:4.1.0-4
tesseract-data-ita_old 2:4.1.0-4
tesseract-data-jav 2:4.1.0-4
tesseract-data-jpn 2:4.1.0-4
tesseract-data-jpn_vert 2:4.1.0-4
tesseract-data-kan 2:4.1.0-4
tesseract-data-kat 2:4.1.0-4
tesseract-data-kat_old 2:4.1.0-4
tesseract-data-kaz 2:4.1.0-4
tesseract-data-khm 2:4.1.0-4
tesseract-data-kir 2:4.1.0-4
tesseract-data-kmr 2:4.1.0-4
tesseract-data-kor 2:4.1.0-4
tesseract-data-kor_vert 2:4.1.0-4
tesseract-data-lao 2:4.1.0-4
tesseract-data-lat 2:4.1.0-4
tesseract-data-lav 2:4.1.0-4
tesseract-data-lit 2:4.1.0-4
tesseract-data-ltz 2:4.1.0-4
tesseract-data-mal 2:4.1.0-4
tesseract-data-mar 2:4.1.0-4
tesseract-data-mkd 2:4.1.0-4
tesseract-data-mlt 2:4.1.0-4
tesseract-data-mon 2:4.1.0-4
tesseract-data-mri 2:4.1.0-4
tesseract-data-msa 2:4.1.0-4
tesseract-data-mya 2:4.1.0-4
tesseract-data-nep 2:4.1.0-4
tesseract-data-nld 2:4.1.0-4
tesseract-data-nor 2:4.1.0-4
tesseract-data-oci 2:4.1.0-4
tesseract-data-ori 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
tesseract-data-pan 2:4.1.0-4
tesseract-data-pol 2:4.1.0-4
tesseract-data-por 2:4.1.0-4
tesseract-data-pus 2:4.1.0-4
tesseract-data-que 2:4.1.0-4
tesseract-data-ron 2:4.1.0-4
tesseract-data-rus 2:4.1.0-4
tesseract-data-san 2:4.1.0-4
tesseract-data-sin 2:4.1.0-4
tesseract-data-slk 2:4.1.0-4
tesseract-data-slk_frak 2:4.1.0-4
tesseract-data-slv 2:4.1.0-4
tesseract-data-snd 2:4.1.0-4
tesseract-data-spa 2:4.1.0-4
tesseract-data-spa_old 2:4.1.0-4
tesseract-data-sqi 2:4.1.0-4
tesseract-data-srp 2:4.1.0-4
tesseract-data-srp_latn 2:4.1.0-4
tesseract-data-sun 2:4.1.0-4
tesseract-data-swa 2:4.1.0-4
tesseract-data-swe 2:4.1.0-4
tesseract-data-syr 2:4.1.0-4
tesseract-data-tam 2:4.1.0-4
tesseract-data-tat 2:4.1.0-4
tesseract-data-tel 2:4.1.0-4
tesseract-data-tgk 2:4.1.0-4
tesseract-data-tgl 2:4.1.0-4
tesseract-data-tha 2:4.1.0-4
tesseract-data-tir 2:4.1.0-4
tesseract-data-ton 2:4.1.0-4
tesseract-data-tur 2:4.1.0-4
tesseract-data-uig 2:4.1.0-4
tesseract-data-ukr 2:4.1.0-4
tesseract-data-urd 2:4.1.0-4
tesseract-data-uzb 2:4.1.0-4
tesseract-data-uzb_cyrl 2:4.1.0-4
tesseract-data-vie 2:4.1.0-4
tesseract-data-yid 2:4.1.0-4
tesseract-data-yor 2:4.1.0-4
tevent 1:0.17.1-1
texinfo 7.2-1
thunar 4.20.5-1
thunar-archive-plugin 0.6.0-1
thunar-volman 4.20.0-2
tinysparql 3.10.0-1
tk 8.6.16-1
tldr 3.4.3-1
tmux 3.5_a-1
tomlplusplus 3.4.0-1
totem-pl-parser 3.26.6+r30+g51b8439-2
tpm2-tss 4.1.3-1
trash-cli 0.24.5.26-2
tree-sitter 0.25.10-1
tree-sitter-c 0.24.1-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.1-1
tree-sitter-query 0.7.0-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.23-1
ttf-comfortaa 3.105-2
ttf-fantasque-nerd 3.4.0-1
ttf-icomoon-feather 1.0-2
ttf-iosevka-nerd 3.4.0-1
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-ms-win11-auto 10.0.26100.1742-4
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
tumbler 4.20.0-3
twolame 0.4.0-4
typescript 5.9.2-1
tzdata 2025b-1
uchardet 0.0.8-3
udiskie 2.5.8-1
udisks2 2.10.2-1
uex-debug 23.0.0.21-1
unibilium 2.1.2-1
unionfs-fuse 3.6-1
unionfs-fuse-debug 3.6-1
unzip 6.0-23
upower 1.90.10-1
usbmuxd 1.1.1-4
usbredir 0.15.0-1
util-linux 2.41.2-1
util-linux-libs 2.41.2-1
v4l-utils 1.30.1-1
valgrind 3.25.1-3
vapoursynth 72-1
vde2 2.3.3-8
vid.stab 1.1.1-2
viewnior 1.8-6
vim-runtime 9.1.1734-1
virglrenderer 1.1.1-1
virt-install 5.1.0-1
virt-manager 5.1.0-1
virt-viewer 11.0-4
virtiofsd 1.13.2-1
virtualbox 7.2.2-1
virtualbox-guest-iso 7.2.2-1
virtualbox-host-dkms 7.2.2-1
vlc 3.0.21-28
vlc-cli 3.0.21-28
vlc-gui-qt 3.0.21-28
vlc-plugin-a52dec 3.0.21-28
vlc-plugin-alsa 3.0.21-28
vlc-plugin-archive 3.0.21-28
vlc-plugin-dav1d 3.0.21-28
vlc-plugin-dbus 3.0.21-28
vlc-plugin-dbus-screensaver 3.0.21-28
vlc-plugin-faad2 3.0.21-28
vlc-plugin-flac 3.0.21-28
vlc-plugin-gnutls 3.0.21-28
vlc-plugin-inflate 3.0.21-28
vlc-plugin-journal 3.0.21-28
vlc-plugin-jpeg 3.0.21-28
vlc-plugin-lua 3.0.21-28
vlc-plugin-mpg123 3.0.21-28
vlc-plugin-ogg 3.0.21-28
vlc-plugin-opus 3.0.21-28
vlc-plugin-png 3.0.21-28
vlc-plugin-pulse 3.0.21-28
vlc-plugin-shout 3.0.21-28
vlc-plugin-speex 3.0.21-28
vlc-plugin-tag 3.0.21-28
vlc-plugin-theora 3.0.21-28
vlc-plugin-twolame 3.0.21-28
vlc-plugin-vorbis 3.0.21-28
vlc-plugin-vpx 3.0.21-28
vlc-plugin-xml 3.0.21-28
vlc-plugins-base 3.0.21-28
vlc-plugins-video-output 3.0.21-28
vmaf 3.0.0-1
vnstat 2.13-2
volume_key 0.3.12-11
vte-common 0.82.0-2
vte3 0.82.0-2
vulkan-headers 1:1.4.321.0-1
vulkan-icd-loader 1.4.321.0-1
wavpack 5.8.1-1
waybar 0.14.0-1
wayland 1.24.0-1
wayland-protocols 1.45-1
webkitgtk-6.0 2.50.0-1
webrtc-audio-processing-1 1.3-5
wf-recorder 0.5.0-2
wget 1.25.0-2
which 2.23-1
windscribe 2.16.14-1
wine 10.15-1
wine-mono 10.2.0-1
wireplumber 0.5.11-1
wl-clipboard 1:2.2.1-3
wlogout 1.2.2-0
wlogout-debug 1.2.2-0
woff2 1.0.2-6
wofi 1.5.1-1
wolfssl 5.8.2-1
wpa_supplicant 2:2.11-3
x264 3:0.164.r3108.31e19f9-3
x265 4.1-1
xapian-core 1:1.4.29-1
xarchiver 0.5.4.25-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-1
xdg-desktop-portal-gnome 49.0-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-user-dirs 0.18-2
xdg-user-dirs-gtk 0.14-1
xdg-utils 1.2.1-1
xdman_gtk 8.0.29-1
xf86-input-libinput 1.5.0-1
xfconf 4.20.0-2
xkeyboard-config 2.45-1
xmlsec 1.3.7-2
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.18-2
xorg-server-common 21.1.18-2
xorg-server-xvfb 21.1.18-2
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xhost 1.0.10-1
xorg-xkbcomp 1.4.7-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.8-1
xorgproto 2024.1-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.1-1
yarn 1.22.22-2
yay-bin 12.5.0-1
yay-bin-debug 12.5.0-1
yazi 25.5.31-2
yyjson 0.12.0-1
zeromq 4.3.5-2
zim 0.76.3-1
zim-tools 3.3.0-5
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.5-1
zoxide 0.9.8-2
zstd 1.5.7-2
zxing-cpp 2.3.0-5
